335	Enrich Energy	Pune	Maharashtra	Rakesh Herage	9886245838 ; 90229 32247	Rakesh.herage@enrichenergy.com		#N/A		
336	Arka Energy	Sangli	Maharashtra	Rushikesh Todkar	79727 26328			#N/A		
337	Solpath Energy	Ahmedabad	Gujarat	Ravi Lakhani	95123 73381	Ravi@solpathenergy.com		#N/A		
338	Goldi Solar Pvt Ltd	Surat	Gujarat	Sandip Vekariya	81413 08677	sandip.v@goldisolar.com		#N/A		
339	Swarajya Solar Services	Nandurbar	Maharashtra	Shubham Sonawane	98341 78018	swarajyasolar01@gmail.com		#N/A		
340	Meet Energy	Pune (bhosari)	Maharashtra	Chirag Shah	79723 22920	meetenergy.pv@gmail.com		#N/A		
341	Solar Pulse Energy Pvt Ltd	New Delhi	New Delhi	Shahid -; Sanjiv Kumar.	9354390079; 9654276311	proc@solarpulseenergy.com	07AAWCS0944A1ZB	Solar Pulse Energy Pvt Ltd ,  No.F-104, Vardhman Grand Market,, Dwarka Sector-3, 	New Delhi	110078
342	Muthu Power Systems	Perambalur	Tamil Nadu	Manivannan	98427 79739; 99430 55504	"	muthupowerpblr@gmail.com"	33ASQPM2732F1ZS	Muthu Power Systems ,  No. 3/99 Mettur, Pudu Naduvalur Post,	 Perambalur, Tamilnadu	621220
343	PV Renewables -Safezone	Udumalpet, Tiruppur, 	Tamil Nadu	Suresh	 99949 43024	helpdesk.safezone@gmail.com; Sales@pvrenewables.co.in	33AALCP4760A1ZO	Door No. 2/59-1, Kuralkuttai, Udumalpet, Tiruppur,	Tamil Nadu,	642154
344	Solar Point (Chandramangal Agencies)	Coimbatore	Tamil Nadu	Santosh	99943 58989	solarpoint.coimbatore@gmail.com	33AVXPS5819F1ZZ	813, Old Post Office Rd, Near Collector Office, Gopalapuram, 	Coimbatore, Tamil Nadu, India	641018
345	Hybrid Power Solution Erode	Erode	Tamil Nadu	Silambarasan	90920 51253	Hybridpowersolutions.ofc@gmail.com				
346	Shri Malai Mahal Solutions	Erode	Tamil Nadu	Sudhakar 	99945 61349	shrimalaimaghalsolutions@gmail.com	33FMSPS1608R1Z5	No.29, School Street, Periya Semmandampalayam.Kolanalli (PO) , 	Erode,Tamilnadu	638154
347	IVR Energy 	chennai	Tamil Nadu	 Peter-; Prakash Kumar, 	9600105162; 9962204387	Prakash@ivrenergy.com				
348	Nanotech integrated solutions Pvt Ltd.	Chennai 	Tamil Nadu	Raju Velu.	7305403195/9600071195	raju@nanotec.co.in				
349	Renomax Energy (Francis)	Coimbatore	Tamil Nadu	Francis John	 94439 31537	francis@renomaxenergy.com				
350	Grand Shakthi Solar	Coimbatore	Tamil Nadu	Karthik	 97908 58899	karthick@shakthipower.com /		171, 14, Avinashi Rd, Near hope signal, Peelamedu, Argus Nagar,	 Coimbatore, Tamilnadu	641004
351	MAS SOLAR SYSTEMS	Coimbatore	Tamil Nadu	Robert	84899 29127					
352	ARS solar Namakal	Namakkal	Tamil Nadu	M K Gandhi 	90802 81064					
353	All Sun Nature		Kerala					#N/A		
354	Antony		Kerala					#N/A		
355	Axis Power		Kerala					#N/A		
356	BDNS Energy Solutions LLP (Extra Watts)	Kozhikodu	Kerala	Mlohammad Rafi	7994000182	"	info@extrawatts.in"		#N/A		
357	Christina		Kerala					#N/A		
358	EL SOL POWER SOLUTIONS	Kotayam	Kerala	Mr Libin	9496379203	elsolpowersolutions@gmail.com	32AAGFE2986H1ZE	#N/A		
359	Geocel Marketing		Kerala					#N/A		
360	Mettech Home Automation Systems LLP		Kerala					#N/A		
361	Promisun Energy	Ernakulam	Kerala	Mr. Martin Kunjappan - 9446486250	Mr. Martin Kunjappan - 9446486250	martinkunjappan2gmail.com		Promisun Energy, 194/17,Kallunga Airport Road, Mattoor, Kalady (PO), 	Ernakulam District , Kerala	683574
362	Reji Tomas		Kerala					#N/A		
363	RIM Projects	Ernakulam	Kerala	Mr. Jijo :75948 96649	Mr. Jijo :75948 96649	rahuliype@rimprojects.com		12/372-2, KARUNALAYAM ROAD,NEAR YWCA ALUVA,PERIYAR NAGAR, ALUVA, 	Ernakulam, Kerala, 	683101
364	Safe Tek Maintenance & Systems		Kerala					#N/A		
365	Universal Electronics	Ernakulam	Kerala	Mr Sreekanth - 	9526451575, 812996688	gosolarmaster@gmail.com	32EFCPS1483A1ZT	#N/A		
366	V Sun Traders and Marketing	Kotayam	Kerala	Mr Libin	9496379203	elsolpowersolutions@gmail.com	32AAGFE2986H1ZE	#N/A		
367	Ark Solar Energy	Mumbai	Maharashtra	Ankush Ahuja  	8806480480	aarkinternational480@gmail.com		"ARCEDO SYSTEMS
 
 , Plot No: 1486, #402, 4th Floor,, Amarendar Sunitha Homes, Beside Dollar Hills Road,, Pragathi Nagar, Telangana – 500 090, India."	#N/A	
368	Karmasukom	Bhiwandi	Maharashtra	Mr. Karan		karan@karmasukom-energy.co.in		No. 10 Pipeline Road,	Bengaluru 	560057
369	RG Clean Energy	Khopoli	Maharashtra	 Nitin Kholi 7030229299	7030229299	nitin@rgcec.com	27AAYFR0446B1Z3	Ayob ,Risto Solar , 30/146 Anjikath, VMB Rd, ,Changampuzha Nagar, ,Pathadipalam, PO, 7510237777	Kerala 	682033
370	GNR Power Private Limited	Chennai 	Tamil Nadu	Mr. Ramesh	90430 48653	gnrpowersolar@gmail.com	33AAGCG0639Q2ZA	 #27/12, 2nd Floor, 11th Street, BV Nagar, Pazhavanthangal, 	Chennai, Tamilnadu	 600 114
371	Hope Solar and Co	Trichy	Tamil Nadu	Mr.Deepak / Kinmax	9003973178 / 9791777420	33AANFH7817D1ZE	33AANFH7817D1ZE	No.4 / 447, Anna Nagar, 1st Cross, Balaji Nagar, Kattur, 	Trichy, Tamilnadu	620019
372	Solarika India Pvt Ltd Nashik	Nazhik	Maharashtra	Uday Yeole	99305 26346					
373	Agronova Tech Nashik	Nazhik	Maharashtra	Nehra	98507 26443					
374	Aditya Ent Ghanshyam Yeola	Nazhik	Maharashtra	Ghanashyam yeola	98222 77424					
375	Energy Man solar	Coimbatore	Tamil Nadu	Selvakumar	9486510004					
376	S&A Energies	Coimbatore	Tamil Nadu	Sasikumar						
377	Batliboi Renewable Energy Solutions- sankar	Chennai 		sankar						
378	SS Power TEch	Coimbatore	Tamil Nadu	Naveen Kumar	93633 21113					
379	SB Wind Solar	Chennai 	Tamil Nadu	Manikandan	96000 74654					
380	Evolve India Solar	Chennai 	Tamil Nadu	elakiya/sathya - procurement team.	Karthik - 73057 55540	pk@evolveindia.in; and Cc: sk@evolveindia.in				
381	Guna solar - Kannan	Bangalore 	Karnataka	Kannan	97427 02345					
382	The Multigreats Solar-	Coimbatore	Tamil Nadu	satish	96772 00570	satheesh2851983@gmail.com, info@multigreats.com				
383	Ragavendra Controls - vasantha sekar	Chennai 	Tamil Nadu	vasanth	73977 85963					
384	Gaston - sambath raj	Madurai	Tamil Nadu	Sambath Raj	98438 71710			Plot no:1,kavimani street, Nehru nagar,Thiruvalluvar Main Rd, Shri Vel Murugan Nagar, Madurai, India	 Tamil Nadu	625016
385	Prosun Energies	Coimbatore	Tamil Nadu	Sabari	77080 88406					
386	Maruthi Power control	Chennai 	Tamil Nadu	Uma	89392 99933			371, Sidco Industrial Estate, Ambattur,	 Chennai, Tamil Nadu.	600098
387	Raju battery and solar system	Jodhpur	Rajasthan	Manoj Sankhla						
388	Rising Sun Enterprises	Jodhpur	Rajasthan	Ankit						
389	Universal Solar	Jaipur	Rajasthan	Atul Nagpal						
390	Hans Sun Solar	Jaipur	Rajasthan	Vivek Dadhich						
391	Mateix Infra	Jaipur	Rajasthan	Kumarth Ujwala						
392	Geeta Solar	Jaipur	Rajasthan	Deepak						
393	Sunfront Energy	Jaipur	Rajasthan	Sandeep Awasthi						
394	Pinaka Solar 	Jaipur	Rajasthan	Rishabh Chaurasia						
395	SolarMaxx	Jaipur	Rajasthan	Saurabh Bhandari 						
396	Sunalpha 	Jaipur	Rajasthan	Mayunkh						
397	Growith Solar	Bikaner	Rajasthan	RamGopal						
398	Tru Solar	Ajmer	Rajasthan	Siddharth						
399	Enfros Solutions	Ajmer	Rajasthan	Siddharth						
400	Sunfuel Energy	Ajmer	Rajasthan	Naresh						
401	Shri Shyam Power Project	Alwar	Rajasthan	Sumith						
402	Sunovative	Kota	Rajasthan	Anubhav						
403	Vidhya Solar	Kota	Rajasthan	Sunny						
404	RVN Energy	Kota	Rajasthan	Naresh						
405	Geeta Solar	Jalgaon	Maharashtra	Mukesh   	9823022259				Mr.Mukesh Supanrkar ,Geeta Solar ,GEETA SOLAR SYSTEMS M- 132, ,Behind Godawari Engineering College, MIDC, ,Jalgaon-425003, Maharashtra, India ,9422031811	Geeta Solar
406	Gewis solar	Pune	Maharashtra	Amrut	8885856008	amrut.moharir@gewisrenew.com			#N/A	Gewis solar
407	Solarhub (PB)	Punjab	Punjab	Mr.Karan - 7018126770, 7696363183	7018126770, 7696363183	Solarhubcompany@yahoo.com	03GBLPK5300P1ZG		#N/A	Solarhub (PB)
408	Sunson Energy Devices Pvt Ltd	Haryana	Maharashtra	Ms. Arshi 	9971930808		07AABCS8078E1Z7		Suntastic Solar Systems Private Limited, 27A / 69, First Pilliayar Koil Street, Lakshmipuram, Chrompet,Chennai - 600 044, Tamil Nadu.	Sunson Energy Devices Pvt Ltd
409	Akshay Urja	Sangamner,	 Maharashtra	Sandip Yendhe	98908 28999	sandipyendhe282@gmail.com				
410	Reneo Energy	Raigad	Maharashtra	Sweety, Suraj	80102 53157	suraj@reneoenergy.com,sweety@reneoenergy.com				
411	Pratham Multitech Pvt Ltd	Sangamner	Ahmednagar	Shantanu 	7447299999	prathammultitech@gmail.com				
412	Fine Tech Power Solutions	Angamaly	 Kerala	Mr Deepu. K.D 	9747900071	finetech071@gmail.com				
413	Jai Sai Solar  -TN	Perudhurai, 	Tamilnadu	Shiva	80561 86898	"	jaisaisolar999@gmail.com"				
414	Renesys	Ahmedabad, 	Gujarat	Hardik Patel 	9023726022	hnsheth@renesys.in ; rbdave@renesys.in				
